x,y,rho,ux,uy
0,0,0.93553,0.0909091,-3.70853e-18
0,1,0.892643,0.0909091,0.01498
0,2,0.884407,0.0909091,-0.00075981
0,3,0.88784,0.0909091,-0.000295172
0,4,0.884842,0.0909091,0.00174913
0,5,0.881573,0.0909091,0.000817973
0,6,0.880983,0.0909091,0.000228308
0,7,0.880046,0.0909091,0.000541652
0,8,0.878699,0.0909091,0.000567839
0,9,0.877569,0.0909091,0.000458345
0,10,0.876579,0.0909091,0.000460383
0,11,0.875482,0.0909091,0.000500429
0,12,0.874359,0.0909091,0.000499698
0,13,0.873244,0.0909091,0.000501385
0,14,0.872111,0.0909091,0.000515218
0,15,0.870944,0.0909091,0.000527628
0,16,0.86976,0.0909091,0.000535064
0,17,0.868559,0.0909091,0.000543206
0,18,0.867342,0.0909091,0.000551043
0,19,0.86611,0.0909091,0.000556901
0,20,0.864868,0.0909091,0.000560893
0,21,0.86362,0.0909091,0.000563544
0,22,0.862368,0.0909091,0.000564453
0,23,0.861117,0.0909091,0.00056345
0,24,0.859871,0.0909091,0.000560584
0,25,0.858634,0.0909091,0.000555873
0,26,0.85741,0.0909091,0.000549248
0,27,0.856203,0.0909091,0.000540716
0,28,0.855017,0.0909091,0.000530309
0,29,0.853856,0.0909091,0.00051806
0,30,0.852725,0.0909091,0.000504004
0,31,0.851626,0.0909091,0.000488202
0,32,0.850565,0.0909091,0.000470723
0,33,0.849543,0.0909091,0.000451645
0,34,0.848566,0.0909091,0.000431054
0,35,0.847635,0.0909091,0.000409046
0,36,0.846754,0.0909091,0.000385722
0,37,0.845927,0.0909091,0.000361185
0,38,0.845154,0.0909091,0.000335541
0,39,0.84444,0.0909091,0.000308898
0,40,0.843785,0.0909091,0.000281361
0,41,0.843193,0.0909091,0.000253034
0,42,0.842663,0.0909091,0.000224015
0,43,0.842199,0.0909091,0.000194399
0,44,0.841801,0.0909091,0.000164277
0,45,0.84147,0.0909091,0.000133735
0,46,0.841207,0.0909091,0.000102852
0,47,0.841013,0.0909091,7.17037e-05
0,48,0.840888,0.0909091,4.03629e-05
0,49,0.840833,0.0909091,8.89858e-06
0,50,0.840847,0.0909091,-2.2622e-05
0,51,0.840932,0.0909091,-5.41319e-05
0,52,0.841086,0.0909091,-8.55638e-05
0,53,0.84131,0.0909091,-0.000116848
0,54,0.841603,0.0909091,-0.000147913
0,55,0.841964,0.0909091,-0.000178683
0,56,0.842393,0.0909091,-0.000209074
0,57,0.842889,0.0909091,-0.000239001
0,58,0.843451,0.0909091,-0.000268369
0,59,0.844077,0.0909091,-0.000297079
0,60,0.844766,0.0909091,-0.000325025
0,61,0.845515,0.0909091,-0.000352094
0,62,0.846323,0.0909091,-0.000378172
0,63,0.847188,0.0909091,-0.000403138
0,64,0.848106,0.0909091,-0.000426872
0,65,0.849075,0.0909091,-0.000449253
0,66,0.850092,0.0909091,-0.000470164
0,67,0.851154,0.0909091,-0.000489491
0,68,0.852256,0.0909091,-0.000507131
0,69,0.853395,0.0909091,-0.00052299
0,70,0.854567,0.0909091,-0.000536984
0,71,0.855768,0.0909091,-0.000549042
0,72,0.856994,0.0909091,-0.000559119
0,73,0.85824,0.0909091,-0.000567183
0,74,0.859502,0.0909091,-0.000573201
0,75,0.860775,0.0909091,-0.000577174
0,76,0.862055,0.0909091,-0.000579184
0,77,0.863338,0.0909091,-0.000579226
0,78,0.86462,0.0909091,-0.000577274
0,79,0.865896,0.0909091,-0.000573521
0,80,0.867163,0.0909091,-0.000568391
0,81,0.868418,0.0909091,-0.000561383
0,82,0.869656,0.0909091,-0.000552414
0,83,0.870874,0.0909091,-0.00054318
0,84,0.872074,0.0909091,-0.000534708
0,85,0.873254,0.0909091,-0.000521336
0,86,0.874399,0.0909091,-0.000506656
0,87,0.875524,0.0909091,-0.000504216
0,88,0.876655,0.0909091,-0.00050428
0,89,0.87776,0.0909091,-0.000463711
0,90,0.878756,0.0909091,-0.000461341
0,91,0.879892,0.0909091,-0.000570499
0,92,0.881245,0.0909091,-0.000544113
0,93,0.882187,0.0909091,-0.000230864
0,94,0.882782,0.0909091,-0.000820649
0,95,0.886061,0.0909091,-0.00175162
0,96,0.889068,0.0909091,0.000291297
0,97,0.88564,0.0909091,0.000756257
0,98,0.89389,0.0909091,-0.0149776
0,99,0.936825,0.0909091,7.40682e-18
1,0,0.901785,0.0400545,0
1,1,0.892966,0.0974469,0.027523
1,2,0.890269,0.0984551,0.0208363
1,3,0.885896,0.0924569,0.012057
1,4,0.883284,0.0922342,0.00782176
1,5,0.882333,0.0915077,0.00613438
1,6,0.881132,0.0906822,0.00516865
1,7,0.879776,0.0907482,0.00463794
1,8,0.878678,0.0907324,0.00432105
1,9,0.877644,0.0906025,0.00417894
1,10,0.876561,0.0905503,0.00413619
1,11,0.875464,0.0905734,0.00414273
1,12,0.87437,0.090563,0.00417101
1,13,0.873256,0.0905538,0.00422292
1,14,0.872115,0.0905596,0.00428436
1,15,0.870953,0.090572,0.00434499
1,16,0.869773,0.0905809,0.00440117
1,17,0.868572,0.0905928,0.00445179
1,18,0.867355,0.0906079,0.00449289
1,19,0.866125,0.0906244,0.00452211
1,20,0.864884,0.0906416,0.00453849
1,21,0.863636,0.0906603,0.00454127
1,22,0.862385,0.0906805,0.00452943
1,23,0.861134,0.0907017,0.00450257
1,24,0.859888,0.0907238,0.00446058
1,25,0.85865,0.0907471,0.00440345
1,26,0.857426,0.0907713,0.00433132
1,27,0.856218,0.0907963,0.0042445
1,28,0.85503,0.090822,0.00414348
1,29,0.853868,0.0908484,0.00402881
1,30,0.852735,0.0908753,0.00390113
1,31,0.851634,0.0909025,0.00376118
1,32,0.85057,0.0909298,0.00360976
1,33,0.849546,0.0909572,0.0034477
1,34,0.848565,0.0909843,0.00327585
1,35,0.847632,0.091011,0.00309509
1,36,0.846748,0.0910372,0.00290628
1,37,0.845917,0.0910625,0.00271025
1,38,0.845141,0.0910868,0.00250782
1,39,0.844424,0.0911098,0.00229977
1,40,0.843766,0.0911315,0.00208682
1,41,0.84317,0.0911515,0.00186963
1,42,0.842638,0.0911698,0.00164883
1,43,0.842171,0.0911861,0.00142497
1,44,0.841771,0.0912004,0.00119856
1,45,0.841438,0.0912125,0.000970051
1,46,0.841173,0.0912224,0.000739844
1,47,0.840978,0.0912298,0.00050831
1,48,0.840852,0.0912348,0.000275784
1,49,0.840796,0.0912374,4.25822e-05
1,50,0.840811,0.0912375,-0.000190996
1,51,0.840896,0.0912351,-0.00042465
1,52,0.841051,0.0912302,-0.000658073
1,53,0.841276,0.091223,-0.00089094
1,54,0.841571,0.0912134,-0.0011229
1,55,0.841934,0.0912015,-0.00135356
1,56,0.842366,0.0911875,-0.00158248
1,57,0.842864,0.0911714,-0.00180918
1,58,0.843429,0.0911534,-0.00203311
1,59,0.844058,0.0911336,-0.00225366
1,60,0.844749,0.0911123,-0.00247016
1,61,0.845502,0.0910896,-0.00268187
1,62,0.846313,0.0910657,-0.002888
1,63,0.847181,0.0910408,-0.00308769
1,64,0.848102,0.0910151,-0.00328003
1,65,0.849074,0.0909888,-0.00346409
1,66,0.850094,0.0909621,-0.0036389
1,67,0.851158,0.0909354,-0.0038035
1,68,0.852262,0.0909086,-0.00395692
1,69,0.853403,0.0908821,-0.00409823
1,70,0.854577,0.0908561,-0.00422655
1,71,0.855779,0.0908306,-0.00434104
1,72,0.857005,0.0908058,-0.00444101
1,73,0.858252,0.0907819,-0.00452585
1,74,0.859514,0.090759,-0.00459506
1,75,0.860787,0.0907371,-0.00464831
1,76,0.862067,0.0907164,-0.00468552
1,77,0.863349,0.0906968,-0.00470672
1,78,0.86463,0.0906784,-0.0047121
1,79,0.865905,0.0906615,-0.00470219
1,80,0.867171,0.0906463,-0.00467809
1,81,0.868424,0.0906317,-0.0046407
1,82,0.869661,0.0906188,-0.00459112
1,83,0.870878,0.090609,-0.00453182
1,84,0.872074,0.0906022,-0.00446692
1,85,0.873249,0.0905919,-0.0043976
1,86,0.874401,0.0905883,-0.00432764
1,87,0.875525,0.0905996,-0.00426748
1,88,0.876626,0.0906119,-0.00423122
1,89,0.877731,0.0905907,-0.004217
