x,y,rho,ux,uy
0,0,0.959611,0.0909091,3.61547e-18
0,1,0.91113,0.0909091,0.0165994
0,2,0.901976,0.0909091,-0.000949188
0,3,0.906369,0.0909091,-0.0006001
0,4,0.903755,0.0909091,0.00160057
0,5,0.900881,0.0909091,0.000547405
0,6,0.90113,0.0909091,-0.00017234
0,7,0.901184,0.0909091,8.90222e-05
0,8,0.900947,0.0909091,4.73013e-05
0,9,0.901109,0.0909091,-0.000140104
0,10,0.901587,0.0909091,-0.000207837
0,11,0.902105,0.0909091,-0.000231645
0,12,0.902743,0.0909091,-0.00029509
0,13,0.903532,0.0909091,-0.000353251
0,14,0.904438,0.0909091,-0.000395488
0,15,0.905435,0.0909091,-0.000435383
0,16,0.906532,0.0909091,-0.000476749
0,17,0.907722,0.0909091,-0.000513672
0,18,0.908996,0.0909091,-0.000546794
0,19,0.910347,0.0909091,-0.000577536
0,20,0.911769,0.0909091,-0.000605625
0,21,0.913254,0.0909091,-0.000630242
0,22,0.914795,0.0909091,-0.000651452
0,23,0.916383,0.0909091,-0.000669159
0,24,0.918009,0.0909091,-0.000683081
0,25,0.919665,0.0909091,-0.000692964
0,26,0.921339,0.0909091,-0.000698696
0,27,0.923023,0.0909091,-0.000700161
0,28,0.924705,0.0909091,-0.00069729
0,29,0.926374,0.0909091,-0.000690083
0,30,0.928021,0.0909091,-0.000678624
0,31,0.929635,0.0909091,-0.000663055
0,32,0.931206,0.0909091,-0.000643585
0,33,0.932726,0.0909091,-0.000620482
0,34,0.934186,0.0909091,-0.000594062
0,35,0.935578,0.0909091,-0.000564674
0,36,0.936896,0.0909091,-0.00053269
0,37,0.938133,0.0909091,-0.000498485
0,38,0.939286,0.0909091,-0.000462434
0,39,0.94035,0.0909091,-0.00042489
0,40,0.941321,0.0909091,-0.000386182
0,41,0.942198,0.0909091,-0.000346607
0,42,0.942978,0.0909091,-0.000306427
0,43,0.943662,0.0909091,-0.000265863
0,44,0.944247,0.0909091,-0.000225099
0,45,0.944735,0.0909091,-0.000184284
0,46,0.945124,0.0909091,-0.000143532
0,47,0.945415,0.0909091,-0.000102925
0,48,0.94561,0.0909091,-6.25202e-05
0,49,0.945707,0.0909091,-2.2351e-05
0,50,0.945708,0.0909091,1.75675e-05
0,51,0.945613,0.0909091,5.72334e-05
0,52,0.945424,0.0909091,9.66529e-05
0,53,0.945139,0.0909091,0.000135834
0,54,0.944761,0.0909091,0.000174779
0,55,0.944289,0.0909091,0.000213479
0,56,0.943725,0.0909091,0.000251906
0,57,0.943068,0.0909091,0.000290007
0,58,0.94232,0.0909091,0.000327693
0,59,0.941482,0.0909091,0.000364841
0,60,0.940556,0.0909091,0.000401285
0,61,0.939543,0.0909091,0.000436816
0,62,0.938446,0.0909091,0.000471186
0,63,0.937269,0.0909091,0.000504109
0,64,0.936015,0.0909091,0.000535271
0,65,0.93469,0.0909091,0.000564335
0,66,0.933298,0.0909091,0.00059096
0,67,0.931846,0.0909091,0.000614805
0,68,0.930342,0.0909091,0.000635548
