x,y,rho,ux,uy
0,0,0.874213,0.0909091,0
0,1,0.834487,0.0909091,0.0148478
0,2,0.826863,0.0909091,-0.000757135
0,3,0.830046,0.0909091,-0.000290553
0,4,0.827264,0.0909091,0.00173218
0,5,0.82425,0.0909091,0.000800294
0,6,0.823731,0.0909091,0.000212165
0,7,0.822893,0.0909091,0.00052097
0,8,0.82168,0.0909091,0.000543867
0,9,0.820675,0.0909091,0.000432549
0,10,0.819804,0.0909091,0.000432394
0,11,0.818837,0.0909091,0.000470103
0,12,0.817851,0.0909091,0.000467457
0,13,0.816875,0.0909091,0.000467414
0,14,0.815885,0.0909091,0.000479564
0,15,0.814867,0.0909091,0.000490409
0,16,0.813835,0.0909091,0.000496423
0,17,0.81279,0.0909091,0.000503231
0,18,0.811732,0.0909091,0.000509812
0,19,0.810662,0.0909091,0.0005145
0,20,0.809585,0.0909091,0.000517406
0,21,0.808504,0.0909091,0.00051905
0,22,0.807422,0.0909091,0.000519041
0,23,0.806342,0.0909091,0.00051722
0,24,0.805268,0.0909091,0.00051365
0,25,0.804204,0.0909091,0.000508365
0,26,0.803153,0.0909091,0.000501316
0,27,0.802118,0.0909091,0.000492531
0,28,0.801103,0.0909091,0.000482063
0,29,0.800113,0.0909091,0.000469963
0,30,0.799149,0.0909091,0.000456288
0,31,0.798215,0.0909091,0.000441113
0,32,0.797314,0.0909091,0.00042452
0,33,0.796449,0.0909091,0.000406596
0,34,0.795622,0.0909091,0.000387432
0,35,0.794837,0.0909091,0.000367124
0,36,0.794094,0.0909091,0.000345768
0,37,0.793397,0.0909091,0.000323462
0,38,0.792748,0.0909091,0.0003003
0,39,0.792147,0.0909091,0.000276376
0,40,0.791597,0.0909091,0.000251779
0,41,0.791098,0.0909091,0.000226594
0,42,0.790653,0.0909091,0.000200903
0,43,0.790261,0.0909091,0.000174779
0,44,0.789924,0.0909091,0.000148294
0,45,0.789643,0.0909091,0.000121512
0,46,0.789417,0.0909091,9.44924e-05
0,47,0.789248,0.0909091,6.72917e-05
0,48,0.789136,0.0909091,3.99617e-05
0,49,0.789081,0.0909091,1.25517e-05
0,50,0.789083,0.0909091,-1.48911e-05
0,51,0.789142,0.0909091,-4.23202e-05
0,52,0.789259,0.0909091,-6.96891e-05
0,53,0.789432,0.0909091,-9.69501e-05
0,54,0.789661,0.0909091,-0.000124053
0,55,0.789947,0.0909091,-0.000150945
0,56,0.790289,0.0909091,-0.000177569
0,57,0.790686,0.0909091,-0.000203862
0,58,0.791137,0.0909091,-0.000229757
0,59,0.791642,0.0909091,-0.00025518
0,60,0.792199,0.0909091,-0.000280052
0,61,0.792807,0.0909091,-0.000304286
0,62,0.793464,0.0909091,-0.000327791
0,63,0.79417,0.0909091,-0.00035047
0,64,0.794922,0.0909091,-0.000372222
0,65,0.795718,0.0909091,-0.000392942
0,66,0.796556,0.0909091,-0.000412523
0,67,0.797433,0.0909091,-0.00043086
0,68,0.798347,0.0909091,-0.000447849
0,69,0.799295,0.0909091,-0.000463388
0,70,0.800274,0.0909091,-0.000477384
0,71,0.80128,0.0909091,-0.000489747
0,72,0.80231,0.0909091,-0.00050041
0,73,0.803361,0.0909091,-0.00050931
0,74,0.804428,0.0909091,-0.000516387
0,75,0.805509,0.0909091,-0.000521608
0,76,0.806599,0.0909091,-0.00052502
0,77,0.807694,0.0909091,-0.000526589
0,78,0.808791,0.0909091,-0.000526258
0,79,0.809886,0.0909091,-0.000524196
0,80,0.810976,0.0909091,-0.000520807
0,81,0.812058,0.0909091,-0.000515579
0,82,0.813127,0.0909091,-0.000508417
