x,y,rho,ux,uy
0,0,0.993799,0.0909091,0
0,1,0.94785,0.0909091,0.0151422
0,2,0.938894,0.0909091,-0.000669491
0,3,0.942324,0.0909091,-0.00020562
0,4,0.938986,0.0909091,0.00182719
0,5,0.935357,0.0909091,0.000894812
0,6,0.934602,0.0909091,0.000295468
0,7,0.933495,0.0909091,0.000606131
0,8,0.931962,0.0909091,0.000634651
0,9,0.930653,0.0909091,0.000529027
0,10,0.929494,0.0909091,0.0005338
0,11,0.928214,0.0909091,0.000579574
0,12,0.926896,0.0909091,0.000586394
0,13,0.925572,0.0909091,0.000595818
0,14,0.924213,0.0909091,0.000617727
0,15,0.922802,0.0909091,0.0006392
0,16,0.921353,0.0909091,0.000655998
0,17,0.919867,0.0909091,0.000673427
0,18,0.918343,0.0909091,0.000690488
0,19,0.916783,0.0909091,0.000705403
0,20,0.915194,0.0909091,0.000717983
0,21,0.913578,0.0909091,0.000728601
0,22,0.911942,0.0909091,0.000736749
0,23,0.910291,0.0909091,0.000742122
0,24,0.908631,0.0909091,0.000744643
0,25,0.906968,0.0909091,0.000744255
0,26,0.905309,0.0909091,0.000740832
0,27,0.903662,0.0909091,0.000734338
0,28,0.902032,0.0909091,0.000724786
0,29,0.900428,0.0909091,0.000712209
0,30,0.898854,0.0909091,0.00069666
0,31,0.897319,0.0909091,0.000678224
0,32,0.895828,0.0909091,0.000657007
0,33,0.894388,0.0909091,0.000633129
0,34,0.893004,0.0909091,0.000606724
0,35,0.891682,0.0909091,0.000577936
0,36,0.890426,0.0909091,0.000546916
0,37,0.889243,0.0909091,0.00051382
0,38,0.888136,0.0909091,0.000478809
0,39,0.887109,0.0909091,0.000442044
0,40,0.886165,0.0909091,0.000403689
0,41,0.88531,0.0909091,0.000363907
0,42,0.884544,0.0909091,0.000322861
0,43,0.883871,0.0909091,0.000280713
0,44,0.883293,0.0909091,0.000237621
0,45,0.882812,0.0909091,0.000193746
0,46,0.88243,0.0909091,0.000149243
0,47,0.882147,0.0909091,0.000104266
0,48,0.881964,0.0909091,5.8969e-05
0,49,0.881883,0.0909091,1.35022e-05
0,50,0.881903,0.0909091,-3.19838e-05
0,51,0.882024,0.0909091,-7.73389e-05
0,52,0.882246,0.0909091,-0.000122413
0,53,0.882568,0.0909091,-0.000167053
0,54,0.882989,0.0909091,-0.000211107
0,55,0.883507,0.0909091,-0.000254417
0,56,0.88412,0.0909091,-0.000296826
0,57,0.884827,0.0909091,-0.000338171
