x,y,rho,ux,uy
0,0,1.25517,0.0909091,5.52825e-18
0,1,1.20258,0.0909091,0.0136857
0,2,1.19227,0.0909091,-0.000547549
0,3,1.19584,0.0909091,-5.14687e-05
0,4,1.19175,0.0909091,0.00170212
0,5,1.18761,0.0909091,0.00078437
0,6,1.18691,0.0909091,0.000226419
0,7,1.18587,0.0909091,0.000496154
0,8,1.18435,0.0909091,0.000511055
0,9,1.18311,0.0909091,0.000400828
0,10,1.18211,0.0909091,0.000383659
0,11,1.18101,0.0909091,0.000419696
0,12,1.17991,0.0909091,0.000446463
0,13,1.17878,0.0909091,0.00050351
0,14,1.17749,0.0909091,0.000586228
0,15,1.17595,0.0909091,0.000652572
0,16,1.1742,0.0909091,0.000677609
0,17,1.17233,0.0909091,0.000660742
0,18,1.17047,0.0909091,0.00061245
0,19,1.16873,0.0909091,0.000548862
0,20,1.16717,0.0909091,0.00048315
0,21,1.16579,0.0909091,0.000425413
0,22,1.16458,0.0909091,0.00038367
0,23,1.16353,0.0909091,0.000369977
0,24,1.16257,0.0909091,0.00040102
0,25,1.16162,0.0909091,0.00049596
0,26,1.16053,0.0909091,0.000671023
0,27,1.15909,0.0909091,0.000933453
0,28,1.15702,0.0909091,0.00127571
0,29,1.15406,0.0909091,0.00167245
0,30,1.14998,0.0909091,0.00208172
0,31,1.14465,0.0909091,0.0024513
0,32,1.13811,0.0909091,0.00272903
0,33,1.13055,0.0909091,0.00287466
0,34,1.12234,0.0909091,0.00286941
0,35,1.11394,0.0909091,0.0027199
0,36,1.1058,0.0909091,0.00245497
0,37,1.09832,0.0909091,0.00211684
0,38,1.09178,0.0909091,0.00175022
0,39,1.08631,0.0909091,0.0013931
0,40,1.08191,0.0909091,0.00107178
0,41,1.0785,0.0909091,0.000800067
0,42,1.07594,0.0909091,0.000581456
0,43,1.07406,0.0909091,0.000412472
0,44,1.07273,0.0909091,0.000285874
0,45,1.07181,0.0909091,0.000193063
0,46,1.0712,0.0909091,0.00012556
0,47,1.07081,0.0909091,7.57192e-05
0,48,1.07059,0.0909091,3.68831e-05
0,49,1.07052,0.0909091,3.19985e-06
0,50,1.07058,0.0909091,-3.07466e-05
0,51,1.07078,0.0909091,-7.03854e-05
0,52,1.07116,0.0909091,-0.000121603
0,53,1.07177,0.0909091,-0.000191098
0,54,1.0727,0.0909091,-0.000286539
0,55,1.07404,0.0909091,-0.000416364
0,56,1.07594,0.0909091,-0.000589023
0,57,1.07854,0.0909091,-0.000811436
0,58,1.082,0.0909091,-0.00108654
0,59,1.08645,0.0909091,-0.0014101
0,60,1.09197,0.0909091,-0.00176744
0,61,1.09854,0.0909091,-0.00213152
0,62,1.10604,0.0909091,-0.00246398
0,63,1.11416,0.0909091,-0.00272043
0,64,1.12252,0.0909091,-0.00285973
0,65,1.13066,0.0909091,-0.00285471
0,66,1.13811,0.0909091,-0.00270051
0,67,1.14455,0.0909091,-0.0024172
0,68,1.14977,0.0909091,-0.0020455
0,69,1.15374,0.0909091,-0.00163702
0,70,1.15661,0.0909091,-0.00124272
0,71,1.1586,0.0909091,-0.000902957
0,72,1.15997,0.0909091,-0.000641706
0,73,1.16097,0.0909091,-0.000465633
0,74,1.16182,0.0909091,-0.000367231
0,75,1.16267,0.0909091,-0.000330332
0,76,1.16359,0.0909091,-0.0003363
0,77,1.16463,0.0909091,-0.000368729
0,78,1.16581,0.0909091,-0.000416504
0,79,1.16716,0.0909091,-0.000473141
0,80,1.16868,0.0909091,-0.000533878
0,81,1.17034,0.0909091,-0.000588965
0,82,1.17209,0.0909091,-0.000624289
0,83,1.1738,0.0909091,-0.00062551
0,84,1.17537,0.0909091,-0.00058804
0,85,1.17673,0.0909091,-0.000520448
0,86,1.17789,0.0909091,-0.000450323
0,87,1.17895,0.0909091,-0.000413702
0,88,1.18003,0.0909091,-0.000406024
0,89,1.18112,0.0909091,-0.000378342
0,90,1.18211,0.0909091,-0.000394706
0,91,1.1833,0.0909091,-0.000502752
0,92,1.18478,0.0909091,-0.000483062
0,93,1.18577,0.0909091,-0.000212914
0,94,1.18643,0.0909091,-0.000778922
0,95,1.19057,0.0909091,-0.00169815
0,96,1.19463,0.0909091,5.61327e-05
0,97,1.19106,0.0909091,0.000547962
0,98,1.20136,0.0909091,-0.0136999
0,99,1.25395,0.0909091,0
1,0,1.21542,0.0389327,1.14181e-17
1,1,1.20305,0.0988477,0.0279764
1,2,1.19841,0.100638,0.0216114
1,3,1.19243,0.0952313,0.013482
1,4,1.18908,0.0948634,0.00974469
1,5,1.18783,0.0941213,0.00830173
1,6,1.18633,0.0932756,0.00753804
1,7,1.1848,0.0932298,0.0072645
1,8,1.18365,0.093111,0.00722878
1,9,1.18257,0.0929024,0.00736205
1,10,1.18146,0.0927531,0.00760308
1,11,1.18037,0.0926637,0.00792314
1,12,1.17928,0.0925464,0.00828195
1,13,1.17815,0.0924247,0.00864331
1,14,1.17688,0.0923173,0.00894712
1,15,1.17541,0.0922306,0.00913933
1,16,1.17373,0.0921537,0.00921265
1,17,1.17192,0.0920918,0.00921437
1,18,1.17009,0.0920328,0.00922143
1,19,1.16837,0.0919695,0.00931336
