x,y,rho,ux,uy
0,0,1.01987,0.0909091,0
0,1,0.971236,0.0909091,0.0156341
0,2,0.962011,0.0909091,-0.000848082
0,3,0.966185,0.0909091,-0.000460283
0,4,0.963349,0.0909091,0.00157646
0,5,0.960354,0.0909091,0.000547162
0,6,0.960558,0.0909091,-0.000142694
0,7,0.96057,0.0909091,9.87936e-05
0,8,0.960319,0.0909091,4.82848e-05
0,9,0.96049,0.0909091,-0.000136718
0,10,0.960998,0.0909091,-0.000207925
0,11,0.961561,0.0909091,-0.000236504
0,12,0.962261,0.0909091,-0.000302112
0,13,0.963125,0.0909091,-0.000361813
0,14,0.964116,0.0909091,-0.000405928
0,15,0.965208,0.0909091,-0.000447072
0,16,0.966408,0.0909091,-0.000489035
0,17,0.967708,0.0909091,-0.00052631
0,18,0.969098,0.0909091,-0.000559679
0,19,0.970568,0.0909091,-0.000590629
0,20,0.972116,0.0909091,-0.000619164
0,21,0.973734,0.0909091,-0.000644786
0,22,0.975414,0.0909091,-0.000667867
0,23,0.977153,0.0909091,-0.000688647
0,24,0.978944,0.0909091,-0.000707207
0,25,0.980782,0.0909091,-0.000723636
0,26,0.982663,0.0909091,-0.000738122
0,27,0.984581,0.0909091,-0.000750788
0,28,0.986534,0.0909091,-0.000761712
0,29,0.988516,0.0909091,-0.000770929
0,30,0.990524,0.0909091,-0.000778414
0,31,0.992552,0.0909091,-0.00078405
0,32,0.994595,0.0909091,-0.000787616
0,33,0.996648,0.0909091,-0.000788785
0,34,0.998703,0.0909091,-0.000787112
0,35,1.00075,0.0909091,-0.000782039
0,36,1.00278,0.0909091,-0.000772908
0,37,1.00479,0.0909091,-0.000758986
0,38,1.00674,0.0909091,-0.000739501
0,39,1.00864,0.0909091,-0.000713685
0,40,1.01046,0.0909091,-0.000680839
0,41,1.01219,0.0909091,-0.000640387
0,42,1.01379,0.0909091,-0.000591945
0,43,1.01526,0.0909091,-0.000535371
0,44,1.01656,0.0909091,-0.000470813
0,45,1.01769,0.0909091,-0.000398733
0,46,1.01862,0.0909091,-0.000319909
0,47,1.01933,0.0909091,-0.000235419
0,48,1.01982,0.0909091,-0.0001466
0,49,1.02008,0.0909091,-5.49944e-05
